timestamp,evaluator,publication,method,include,include_note,raw_archived,data_cleaned,workflow_documented,processed_archived
23/01/2025 09:13,Bethany,"PBDB #498 - R. D. C. Bicknell, P. M. Smith, A. Goodman, I. Schoon, Y. Y. Zhen. In Press. Novel pterygotid sea scorpions from the Silurian and Devonian of Gondwana. Gondwana Research.",Biogeography,Yes,,No,Yes,No,Yes
27/01/2025 15:52,Erin,"PBDB #498 - R. D. C. Bicknell, P. M. Smith, A. Goodman, I. Schoon, Y. Y. Zhen. In Press. Novel pterygotid sea scorpions from the Silurian and Devonian of Gondwana. Gondwana Research.",systematic paleontology,Yes,pbdb data to support fossil description,Yes,Yes,Yes,No
28/01/2025 23:31,Will,"PBDB #498 - R. D. C. Bicknell, P. M. Smith, A. Goodman, I. Schoon, Y. Y. Zhen. In Press. Novel pterygotid sea scorpions from the Silurian and Devonian of Gondwana. Gondwana Research.",Biogeography,Yes,,Yes,No,Yes,No
29/01/2025 15:58,Bruna,"PBDB #498 - R. D. C. Bicknell, P. M. Smith, A. Goodman, I. Schoon, Y. Y. Zhen. In Press. Novel pterygotid sea scorpions from the Silurian and Devonian of Gondwana. Gondwana Research.",Biodiversity,Yes,,Yes,Yes,Yes,No
06/01/2025 16:20,Chris,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.","Biodiversity, Ecology",Yes,,No,No,No,No
08/01/2025 08:37,Harriet,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.","Biodiversity, Time series",Yes,,No,No,No,Yes
10/01/2025 15:06,Ale,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.","Biodiversity, Ecology",Yes,,No,No,No,No
13/01/2025 09:26,Lewis,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.","Biodiversity, Ecology, Time series",Yes,"Yes, but the data comes from a compilation of the PBDB and other database, published literature, etc",No,No,No,No
13/01/2025 15:01,Joe,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.",Biodiversity,No,,No,No,No,No
22/01/2025 09:37,Bethany,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.","Biodiversity, Ecology",Yes,,No,No,No,Yes
27/01/2025 15:32,Erin,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.","Biodiversity, Ecology, Time series",Yes,,No,No,No,Yes
27/01/2025 21:24,Will,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.","Biodiversity, Ecology",Yes,,No,No,No,Yes
29/01/2025 13:11,Bruna,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.",Time series,Yes,,No,No,No,No
06/01/2025 16:27,Chris,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.","Biodiversity, Time series",Yes,,No,No,No,No
08/01/2025 08:50,Harriet,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.","Biodiversity, Time series",Yes,,No,Yes,Yes,No
10/01/2025 15:09,Ale,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.","Biodiversity, Ecology, Time series, Trait evolution",Yes,,No,Yes,Yes,No
13/01/2025 09:34,Lewis,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.","Biodiversity, Time series",Yes,,No,No,No,No
13/01/2025 15:03,Joe,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.",Biodiversity,Yes,,No,Yes,Yes,No
22/01/2025 09:43,Bethany,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.",Biodiversity,Yes,,No,No,No,No
27/01/2025 15:33,Erin,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.",Biodiversity,Yes,,No,Yes,Yes,No
27/01/2025 21:32,Will,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.",Biodiversity,Yes,,No,No,Yes,No
29/01/2025 13:18,Bruna,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.","Biodiversity, Ecology, Time series",Yes,,No,Yes,No,No
06/01/2025 16:33,Chris,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Biodiversity, Trait evolution",Yes,,No,No,No,No
08/01/2025 08:55,Harriet,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Biodiversity, Time series, Trait evolution",Yes,,No,No,No,No
10/01/2025 15:15,Ale,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Biodiversity, Trait evolution",Yes,,No,Yes,Yes,No
13/01/2025 09:46,Lewis,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Time series, Trait evolution",Yes,,No,No,No,No
13/01/2025 15:07,Joe,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Biodiversity, Ecology",Yes,,No,No,Yes,No
22/01/2025 09:47,Bethany,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Biodiversity, Ecology",Yes,,No,No,No,No
27/01/2025 15:34,Erin,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Biodiversity, Ecology, Time series",Yes,,No,No,Yes,No
27/01/2025 21:41,Will,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Ecology, Time series",Yes,,No,No,Yes,No
29/01/2025 13:30,Bruna,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.",geology,Yes,,No,Yes,Yes,No
06/01/2025 16:39,Chris,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Biogeography, Biodiversity, Trait evolution",Yes,,No,Yes,No,Yes
08/01/2025 08:58,Harriet,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Biodiversity, Time series",Yes,,No,Yes,No,Yes
10/01/2025 15:20,Ale,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Biodiversity, Ecology, Time series",Yes,,No,Yes,Yes,Yes
13/01/2025 09:51,Lewis,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Ecology, Time series, Trait evolution",Yes,,No,Yes,No,Yes
13/01/2025 15:10,Joe,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Biodiversity, Time series",Yes,,No,Yes,No,No
22/01/2025 09:54,Bethany,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Biogeography, Biodiversity, Ecology",Yes,,No,Yes,No,No
27/01/2025 15:35,Erin,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Biogeography, Ecology",Yes,,No,Yes,Yes,No
27/01/2025 21:50,Will,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Biogeography, Biodiversity, Ecology",Yes,,No,No,No,Yes
30/01/2025 14:34,Bruna,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Time series, Sampling",Yes,,No,Yes,No,Yes
06/01/2025 16:44,Chris,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Sampling",Yes,,No,No,No,No
08/01/2025 09:12,Harriet,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Time series, Sampling",Yes,(But is a book chapter so might not fit the same category as the other included pubs),No,No,No,No
10/01/2025 15:24,Ale,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Time series, Sampling",Yes,,No,No,No,No
10/01/2025 15:31,Ale,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Ecology, Time series",Yes,,Yes,Yes,Yes,Yes
13/01/2025 09:57,Lewis,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Time series",Yes,,No,No,No,No
13/01/2025 15:23,Joe,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Time series",Yes,,No,No,No,No
22/01/2025 09:57,Bethany,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Sampling",Yes,,No,No,No,No
27/01/2025 15:36,Erin,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Sampling, taphonomy",No,"book chapter, does use PBDB data but just for demonstration purposes, goal is not analysis. RESPONSES BELOW ARE DUMMY RESPONSES",No,No,No,No
27/01/2025 22:16,Will,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Time series",Yes,,No,Yes,No,No
29/01/2025 13:40,Bruna,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,Time series,Yes,,No,No,No,No
30/01/2025 15:49,Ale,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Sampling",Yes,,No,Yes,No,No
31/01/2025 17:23,Pedro,"PBDB #34 - M. Aberhan, W. Kiessling, F. T. Fursich. 2006. Testing the role of biological interactions for the evolution in mid-Mesozoic marine benthic ecosystems. Paleobiology 32:259-277. DOI: 10.1666/05028.1.","Biodiversity, Time series",Yes,,No,No,Yes,No
31/01/2025 17:28,Pedro,"PBDB #43 - M. Kowalewski, W. Kiessling, M. Aberhan, F. T. Fursich, D. Scarponi, S. L. Barbour Wood, A. P. Hoffmeister. 2006. Ecological, taxonomic, and taphonomic components of the post-Paleozoic increase in sample-level species diversity of marine benthos. Paleobiology 32:533-561. DOI: 10.1666/05074.1.",Biodiversity,No,"It does not use data FROM the PBDB, but they collect data and enter it to the PBDB ",No,Yes,Yes,No
31/01/2025 17:37,Pedro,"PBDB #64 - C. M. Powers, D. J. Bottjer. 2007. Bryozoan paleoecology indicates mid-Phanerozoic extinctions were the product of long-term environmental stress. Geology 35:995-998. DOI: 10.1130/G23858A.1.",Biodiversity,Yes,,No,No,Yes,Yes
31/01/2025 17:41,Pedro,"PBDB #76 - S. Finnegan, J. L. Payne, S. C. Wang. 2008. The Red Queen revisited: reevaluating the age selectivity of Phanerozoic marine genus extinctions. Paleobiology 34:318-341. DOI: 10.1666/07008.1.","Biodiversity, Time series",Yes,,No,Yes,Yes,No
31/01/2025 17:56,Pedro,"PBDB #79 - W. Kiessling, M. Aberhan, L. Villier. 2008. Phanerozoic trends in skeletal mineralogy driven by mass extinctions. Nature Geoscience 1:527-530. DOI: 10.1038/ngeo251.","Biodiversity, Time series",Yes,,No,Yes,Yes,No
31/01/2025 18:05,Pedro,"PBDB #92 - W. Kiessling. 2010. Reef expansion during the Triassic: spread of photosymbiosis balancing climatic cooling. Palaeogeography, Palaeoclimatology, Palaeoecology 290:11-19. DOI: 10.1016/j.palaeo.2009.03.020.","Biogeography, Biodiversity, Time series, Abundance",Yes,,No,Yes,Yes,Yes
31/01/2025 18:12,Pedro,PBDB #99 - A. J. W. Hendy. 2011. Taphonomic overprints on Phanerozoic trends in biodiversity: lithification and other secular megabiases. Topics in Geobiology 32:19-77. DOI: 10.1007/978-90-481-8643-3_2.,"Biodiversity, Time series",Yes,,No,Yes,Yes,No
31/01/2025 18:19,Pedro,"PBDB #121 - R.J. Butler, R.B.J. Benson, M.T. Carrano, P.D. Mannion, P. Upchurch. 2011. Sea-level, dinosaur diversity, and sampling biases: investigating the 'common cause' hypothesis in the terrestrial realm. Proceedings of the Royal Society B 278:1165-1170. DOI: 10.1098/rspb.2010.1754.",Biodiversity,Yes,,No,Yes,Yes,No
31/01/2025 18:22,Pedro,"PBDB #129 - P.D. Mannion, P. Upchurch. 2011. A re-evaluation of the 'mid-Cretaceous sauropod hiatus' and the impact of uneven sampling of the fossil record on patterns of regional dinosaur extinction. Palaeogeography, Palaeoclimatology, Palaeoecology 299:529-540. DOI: 10.1016/j.palaeo.2010.12.003.",Biogeography,Yes,,No,No,Yes,Yes
31/01/2025 18:24,Pedro,"PBDB #146 - B. Hannisdal, S. Peters. 2011. Phanerozoic Earth system evolution and marine biodiversity. Science 334:1121-1124. DOI: 10.1126/science.1210695.",Biodiversity,Yes,,Yes,Yes,Yes,Yes
31/01/2025 18:29,Pedro,"PBDB #155 - P. Gorzelak, M. A. Salamon, T. K. Baumiller. 2012. Predator-induced macroevolutionary trends in Mesozoic crinoids. Proceedings of the National Academy of Sciences 109:7004-7007. DOI: 10.1073/pnas.1201573109.",Biodiversity,Yes,,No,Yes,Yes,Yes
31/01/2025 18:34,Pedro,"PBDB #198 - N.D. Pyenson, P. Kelley, J.F. Parham. 2014. Marine tetrapod macroevolution: physical and biological drivers on 250 million years of invasions and evolution in ocean ecosystems. Palaeogeography, Palaeoclimatology, Palaeoecology 400:1-8. DOI: 10.1016/j.palaeo.2014.02.018.","Biodiversity, Time series",No,"I'm not sure. There is PBDB data available as supplementary material, but I could not understand if analyses were effectively run with it for this paper.",Yes,No,No,No
31/01/2025 18:37,Pedro,"PBDB #211 - C. Klug, K. De Baets, B. Kröger, M.A. Bell, D. Korn, J.L. Payne. 2015. Normal giants? Temporal and latitudinal shifts of Palaeozoic marine invertebrate gigantism and global change. Lethaia 48:267-288. DOI: 10.1111/let.12104.",Trait evolution,Yes,,No,Yes,Yes,No
31/01/2025 18:40,Pedro,"PBDB #232 - A. M. Dunhill, M.A. Wills. 2015. Geographic range did not confer resilience to extinction in terrestrial vertebrates at the end-Triassic crisis. Nature Communications 6:7980. DOI: 10.1038/ncomms8980.","Biogeography, Biodiversity",Yes,,Yes,Yes,Yes,Yes
31/01/2025 18:43,Pedro,"PBDB #238 - A. M. Bush, R.K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. Geology 43:979-982. DOI: 10.1130/G37162.1.",Biodiversity,Yes,,No,No,No,Yes
03/02/2025 14:25,Pedro,"PBDB #240 - J. L. Cantalapiedra, M. Hernández Fernández, B. Azanza, J. Morales. 2015. Congruent phylogenetic and fossil signatures of mammalian diversification dynamics driven by Tertiary abiotic change. Evolution 69:2941-2953. DOI: 10.1111/evo.12787.",Biodiversity,Yes,,No,Yes,Yes,Yes
03/02/2025 14:30,Lewis,"PBDB #276 - P. Vázquez, M.E. Clapham. 2017. Extinction selectivity among marine fishes during multi-stressor global change in the end-Permian and end-Triassic crises. Geology 45:395-398. DOI: 10.1130/G38875.1.",Biodiversity,Yes,,No,Yes,Yes,No
03/02/2025 17:23,Pedro,"PBDB #306 - F.F. Zhang, S.J. Romaniello, T.J. Algeo, K.V. Lau, M.E. Clapham, S. Richoz, A.D. Herrmann, H. Smith, H. Horacek, A.D. Anbar. 2018. Multiple episodes of extensive marine anoxia linked to global warming and continental weathering following the latest Permian mass extinction. Science Advances 4:e1602921. DOI: 10.1126/sciadv.1602921.","Biodiversity, Trait evolution",No,It is not clear if they used PBDB data,No,No,No,No
03/02/2025 17:30,Pedro,"PBDB #340 - L.A. Jones, P.D. Mannion, A. Farnsworth, P.J. Valdes, S.-J. Kelland, P.A. Allison. 2019. Coupling of palaeontological and neontological reef coral data improves forecasts of biodiversity responses under global climatic change. Royal Society Open Science 6:182111. DOI: 10.1098/rsos.182111.","Biogeography, Biodiversity",Yes,,Yes,Yes,Yes,Yes
03/02/2025 17:34,Pedro,"PBDB #342 - A.A. Abdelhady, B. Seuss, H.F. Hassan. 2019. Stratigraphic ranking of selected invertebrate fossils: a quantitative approach at different temporal and geographic scales. Palaeontologia Electronica 22:51. DOI: 10.26879/912.","Biodiversity, Time series",Yes,,No,Yes,No,Yes
03/02/2025 17:37,Pedro,"PBDB #343 - J. Barido-Sottani, G. Aguirre-Fernández, M. Hopkins, T. Stadler and R.C.M. Warnock. 2019. Ignoring stratigraphic age uncertainty leads to erroneous estimates of species divergence times under the fossilized birth-death process. Proceedings of the Royal Society B 286:20190685. DOI: 10.1098/rspb.2019.0685.",Divergence times,Yes,,No,Yes,Yes,Yes
03/02/2025 17:46,Pedro,"PBDB #351 - D. Balseiro, M.G. Powell. 2020. Carbonate collapse and the Late Paleozoic Ice Age marine biodiversity crisis. Geology 48:118-122. DOI: 10.1130/G46858.1.","Biodiversity, Time series",Yes,,No,Yes,Yes,No
03/02/2025 18:08,Pedro,"PBDB #363 - R.A. Close, R.B.J. Benson, J. Alroy, M.T. Carrano, T.J. Cleary, E.M. Dunne, P.D. Mannion, M.D. Uhen, R.J. Butler. 2020. The apparent exponential radiation of Phanerozoic land vertebrates is an artefact of spatial sampling biases. Proceedings of the Royal Society B 287:20200372. DOI: 10.1098/rspb.2020.0372.",Biodiversity,Yes,,Yes,Yes,Yes,Yes
03/02/2025 18:09,Pedro,"PBDB #400 - L. B. Whitenack, S. L. Kim, E. C. Sibert. 2022. Bridging the Gap Between Chondrichthyan Paleobiology and Biology. Biology of Sharks and Their Relatives (3rd edition).","Biogeography, Biodiversity, Time series, Trait evolution",Yes,,No,No,No,No
03/02/2025 18:12,Pedro,"PBDB #409 - C. R. Congreve, M. E. Patzkowsky, P. J. Wagner. 2021. An Early Burst in brachiopod evolution corresponding with significant climatic shifts during the Great Ordovician Biodiversification Event. Proceedings of the Royal Society B 288:20211450. DOI: 10.1098/rspb.2021.1450.","Biodiversity, Phylogenetic, Trait evolution",Yes,,Yes,Yes,Yes,Yes
03/02/2025 18:14,Pedro,"PBDB #414 - S. E. Peters, D. P. Quinn, J. M. Husson, R. R. Gaines. 2022. Macrostratigraphy: insights into cyclic and secular evolution of the Earth-life system. Annual Review of Earth and Planetary Sciences 50:419-449. DOI: 10.1146/annurev-earth-032320-081427.",Biodiversity,Yes,,No,No,No,No
03/02/2025 18:17,Pedro,"PBDB #463 - A. A. Abdelhady, M. S. Ahmed, A. Ali, A. M. T. Elewa. 2023. Triassic/Jurassic bivalve biodiversity dynamics: biotic versus abiotic factors. Arabian Journal of Geosciences 16:546. DOI: 10.1007/s12517-023-11657-x.","Biodiversity, Time series",Yes,,Yes,Yes,Yes,Yes
03/02/2025 18:21,Pedro,"PBDB #490 - H. George, M. Bazzi, T. El Hossny, N. Ashraf, P. Abi Saad, T. Clements. 2024. The famous fish beds of Lebanon: the Upper Cretaceous Lagerstätten of Haqel, Hjoula, Nammoura, and Sahel Aalma. Journal of the Geological Society 181: jgs2023-210. DOI: 10.1144/jgs2023-210.","""scientific colonialism""",Yes,,Yes,No,No,No
03/02/2025 18:24,Pedro,"PBDB #498 - R. D. C. Bicknell, P. M. Smith, A. Goodman, I. Schoon, Y. Y. Zhen. In Press. Novel pterygotid sea scorpions from the Silurian and Devonian of Gondwana. Gondwana Research.",Biogeography,Yes,,Yes,Yes,Yes,Yes
